word,sentence,answer,user_language,definition_fr,etymology,tense
corps,Le médecin examine le _____ du patient pour vérifier sa santé.,corps,corps,"La partie physique d'une personne ou d'un animal, composée de la tête, du tronc et des membres. C'est l'ensemble des organes et des tissus qui forment un être vivant.","Du latin corpus, signifiant « corps, substance matérielle ».",présent
correct,Votre réponse est _____.,correcte,correct,Corriger signifie identifier et réparer les erreurs ou les fautes dans un travail. C'est aussi l'action d'améliorer quelque chose qui n'est pas bon.,"Du latin corrigere, composé de co- (avec) et regere (diriger, conduire), littéralement 'rediriger'.",présent
correspondre,Les couleurs de ce tableau ne _____ pas avec le style de la maison.,correspondent,correspondre,"Être en accord, en harmonie avec quelque chose; avoir une relation de similarité ou de convenance. Correspondre signifie aussi échanger de la correspondance par écrit.","Du latin correspondere, formé de cor- (avec) et respondēre (répondre).",présent
costume,"Pour le bal masqué, elle a choisi un _____ rouge et magnifique.",costume,costume,"Un vêtement complet composé généralement d'une veste et d'un pantalon, porté pour des occasions formelles ou des déguisements. C'est aussi l'ensemble des habits traditionnels d'une région ou d'une époque.","De l'italien ""costume"", du latin ""consuetudo"" (habitude, coutume), de ""consuetus"" (habitué).",passé composé
cou,Elle s'est cassé le _____ en tombant de l'escalier.,cou,cou,Partie du corps qui relie la tête au tronc. C'est une région anatomique importante pour la mobilité et la circulation.,Du latin « collum »,passé composé
couche,Le bébé _____ sur son matelas après le repas.,couche,couche,Vêtement ou accessoire que l'on met sur un bébé pour absorber ses besoins. C'est aussi une fine couche de matière qui recouvre une surface.,"Du latin *coacta, participe passé féminin de *coagere (presser ensemble).",présent
coucher,"Après une longue journée de travail, ma mère _____ les enfants à 20 heures.",va coucher,coucher,"Mettre quelqu'un au lit, généralement pour dormir. Le verbe signifie aussi s'allonger pour reposer.","Du latin collocare (placer, poser), composé de com- et locare (placer).",futur proche
couché,Le bébé était _____ dans son lit quand sa mère est entrée dans la chambre.,couché,couché,"Couché est l'état d'une personne ou d'un animal allongé sur un lit ou sur le sol. C'est aussi le participe passé du verbe coucher, signifiant être étendu horizontalement.","Du verbe coucher, issu du latin collocare (« placer ensemble »), composé de cum (« avec ») et locare (« placer »).",imparfait
couleur,Ma fille a choisi le rose comme _____ pour sa chambre.,couleur,couleur,La couleur est la perception visuelle produite par la lumière. C'est une propriété des objets qui dépend de la réflexion ou de l'absorption des rayons lumineux.,"Du latin «color», qui signifie «teinte» ou «apparence».",passé composé
couloir,Les étudiants marchent dans le _____ pour se rendre à la classe de français.,couloir,couloir,"Un passage couvert qui relie plusieurs pièces ou salles dans un bâtiment. C'est un espace étroit et long généralement situé à l'intérieur d'une école, d'un hôpital ou d'un hôtel.","Du latin « curere » (courir), par l'intermédiaire du verbe ancien français « coler » (couler, s'écouler).",présent
coup,Elle a reçu un _____ au visage pendant la bagarre.,coup,coup,"Un coup est un contact violent et soudain entre deux choses, généralement donné avec la main ou un objet. C'est aussi un événement ou une action qui produit un effet soudain et souvent inattendu.","Du latin colpus, variante de colpeus, dérivé de collum (frapper).",passé composé
coupable,Le voleur qui a volé le bijou est _____.,coupable,coupable,"Coupable signifie responsable d'une faute, d'un crime ou d'une erreur. Une personne coupable est celle qui a commis un acte répréhensible.","Du latin culpabilis, dérivé de culpa (faute, blâme).",présent
coupe,Elle _____ les cheveux de sa fille avant l'école.,coupe,coupe,"Action de diviser, de séparer quelque chose avec un instrument tranchant. Peut aussi désigner une coiffure ou un vêtement ajusté.","Du latin vulaire *cuppa, dérivé du latin classique cupa (tonneau, récipient). Le verbe couper provient de la même racine.",présent
couper,Ma mère _____ les légumes pour la soupe hier soir.,a coupé,couper,Diviser quelque chose en morceaux avec un instrument tranchant. Séparer une partie d'un tout.,"Du latin colpus (coup), passé par l'ancien français colper.",passé composé
couple,Le _____ marche main dans la main dans le parc.,couple,couple,Deux personnes liées par une relation amoureuse ou un mariage. Un ensemble de deux éléments formant une unité.,"From Latin copula (bond, tie, link), related to copulare (to join together).",présent
coupé,Elle _____ le gâteau en deux parts égales pour le dessert.,a coupé,coupé,Diviser quelque chose en morceaux avec un couteau ou un instrument tranchant. Séparer une chose en deux ou plusieurs parties.,"Du latin populaire *cuppus, probablement d'origine onomatopéique imitant le bruit de la coupure.",passé composé
cour,Les enfants jouent dans la _____ de l'école.,cour,cour,"Espace découvert entouré de murs ou de bâtiments, généralement attaché à une maison ou une institution. C'est un lieu où les enfants peuvent jouer à l'école.","Du latin corte, variante de cohors (enclos, groupe de soldats).",présent
courage,Elle a besoin de _____ pour affronter cette épreuve difficile.,courage,courage,"Qualité de celui qui a de la bravoure, de la fermeté face au danger ou à la difficulté. C'est la capacité à surmonter la peur et à agir malgré les obstacles.","Du latin « cor » (cœur) avec le suffixe « -age », littéralement « ce qui vient du cœur ».",présent
courageux,Les pompiers _____ ont sauvé les gens du bâtiment en feu.,courageux,courageux,"Qui a du courage, qui ne craint pas le danger ou la difficulté. Qualité de celui qui affronte les obstacles avec résolution et sans peur.","Du latin « coraticum », dérivé de « cor » (cœur), signifiant littéralement « qui a du cœur ».",présent
courant,"Attention, il y a du _____ dans ces fils électriques.",courant,courant,"Se déplacer, se mouvoir d'un endroit à un autre. Pour l'électricité, c'est le mouvement du courant électrique à travers un circuit.","Du latin circulare, dérivé de circulus (cercle).",présent
courir,"Demain, ma sœur _____ dans le parc avec ses amies.",va courir,courir,Se déplacer rapidement en utilisant ses jambes. C'est un mouvement plus rapide que la marche.,"Du latin currere, signifiant « se mouvoir rapidement ».",futur proche
courrier,Ma mère va chercher le _____ à la poste ce matin.,courrier,courrier,Ensemble des lettres et des paquets envoyés ou reçus par voie postale. C'est aussi le service de distribution de ces envois.,"Du latin « currere » (courir), par l'intermédiaire du latin médiéval « currarius » (celui qui court, messager).",futur proche
cours,Elle _____ à l'université tous les matins pour suivre ses études.,court,cours,"Se déplacer rapidement en mettant un pied devant l'autre plus vite que la marche. Ici, utilisé au sens figuré ou littéral pour indiquer une action rapide.","Du latin currere, signifiant « se mouvoir rapidement ».",présent
course,Ma mère va faire les _____ au marché ce matin.,courses,course,"La course est l'action d'aller acheter des choses, notamment des provisions alimentaires. C'est aussi un trajet ou une distance parcourue rapidement.","Du latin cursus, participe passé de currere (courir).",futur proche
court,Le coureur _____ très vite pendant la compétition.,court,court,Se déplacer rapidement en utilisant ses jambes. C'est l'action de se mouvoir à une vitesse plus élevée que la marche.,"Du latin currere, signifiant « courir ».",présent
cousin,Mon _____ habite en Belgique et nous nous voyons chaque été.,cousin,cousin,Le cousin est le fils de l'oncle ou de la tante. C'est un membre de la famille par le lien de parenté collatérale.,"From Latin cousinus, from co- (together) + sobrinus (cousin on mother's side).",présent
couteau,Ma grand-mère utilise un _____ pour couper le pain à chaque repas.,couteau,couteau,"Un couteau est un ustensile de cuisine composé d'une lame tranchante et d'un manche, utilisé pour couper les aliments. C'est un outil essentiel dans la cuisine.","Du latin « cultellus », diminutif de « culter » (couteau).",présent
couvert,"Hier soir, nous avons mangé au restaurant, et la table était _____ d'une nappe blanche.",couverte,couvert,Recouvert ou caché par quelque chose. État d'une surface qui n'est pas visible car recouverte d'un objet.,"Du latin cooperire (co- + operire), signifiant « couvrir ».",imparfait
couverture,Ma sœur a acheté une nouvelle _____ pour son lit hier.,couverture,couverture,"Tissu ou pièce d'étoffe qui sert à couvrir et à réchauffer, particulièrement sur un lit. C'est aussi l'enveloppe extérieure d'un livre ou d'un magazine.","Du latin coopertura, dérivé de cooperire (couvrir).",passé composé
couvrir,Elle _____ sa maison avec une nouvelle peinture ce weekend.,va couvrir,couvrir,Mettre quelque chose sur ou autour d'une surface pour la protéger ou la cacher. Recouvrir entièrement.,"Du latin cooperire, composé de co- (avec) et operire (couvrir).",futur proche
coûter,Cette nouvelle robe _____ beaucoup trop cher pour mon budget.,coûte,coûter,"Avoir un prix, demander une certaine somme d'argent en échange. Représenter une dépense ou un sacrifice.","Du latin ""constare"" (coûter, valoir), composé de ""com-"" (avec) et ""stare"" (se tenir, être établi).",présent
craindre,Ma mère _____ toujours que je ne rentre trop tard le soir.,craint,craindre,"Avoir peur de quelque chose, redouter un danger ou un événement désagréable. C'est un sentiment d'appréhension face à ce qui pourrait se produire.","Du latin claudere (fermer), par métaphore du cœur qui se serre d'inquiétude. Anciennement lié à l'idée de constriction physique exprimant la peur.",présent
